Term,M_univ,K_term,n_sel,x_overlap,expected,p,FDR
negative regulation of amyloid precursor protein biosynthetic process (GO:0042985),19269,4,99,0,0.02055114432508174,1.0,1.0
negative regulation of amyloid precursor protein catabolic process (GO:1902992),19269,19,99,0,0.09761793554413825,1.0,1.0
negative regulation of amyloid-beta clearance (GO:1900222),19269,8,99,0,0.04110228865016348,1.0,1.0
negative regulation of amyloid-beta formation (GO:1902430),19269,17,99,0,0.08734236338159738,1.0,1.0
negative regulation of androgen receptor signaling pathway (GO:0060766),19269,15,99,0,0.07706679121905652,1.0,1.0
negative regulation of angiogenesis (GO:0016525),19269,73,99,0,0.3750583839327417,1.0,1.0
negative regulation of anion transmembrane transport (GO:1903960),19269,4,99,0,0.02055114432508174,1.0,1.0
negative regulation of anion transport (GO:1903792),19269,5,99,0,0.025688930406352173,1.0,1.0
negative regulation of anoikis (GO:2000811),19269,16,99,0,0.08220457730032696,1.0,1.0
negative regulation of antigen receptor-mediated signaling pathway (GO:0050858),19269,22,99,0,0.11303129378794954,1.0,1.0
negative regulation of apoptotic signaling pathway (GO:2001234),19269,69,99,0,0.35450723960765995,1.0,1.0
negative regulation of appetite (GO:0032099),19269,7,99,0,0.03596450256889304,1.0,1.0
negative regulation of Arp2/3 complex-mediated actin nucleation (GO:0034316),19269,5,99,0,0.025688930406352173,1.0,1.0
negative regulation of astrocyte differentiation (GO:0048712),19269,6,99,0,0.030826716487622606,1.0,1.0
negative regulation of ATP metabolic process (GO:1903579),19269,15,99,0,0.07706679121905652,1.0,1.0
negative regulation of ATPase activity (GO:0032780),19269,14,99,0,0.07192900513778608,1.0,1.0
negative regulation of autophagosome assembly (GO:1902902),19269,12,99,0,0.06165343297524521,1.0,1.0
negative regulation of autophagosome maturation (GO:1901097),19269,4,99,0,0.02055114432508174,1.0,1.0
negative regulation of axon extension (GO:0030517),19269,31,99,0,0.15927136851938345,1.0,1.0
negative regulation of axon extension involved in axon guidance (GO:0048843),19269,20,99,0,0.10275572162540869,1.0,1.0
negative regulation of axon regeneration (GO:0048681),19269,6,99,0,0.030826716487622606,1.0,1.0
negative regulation of axonogenesis (GO:0050771),19269,25,99,0,0.12844465203176086,1.0,1.0
negative regulation of B cell activation (GO:0050869),19269,21,99,0,0.10789350770667912,1.0,1.0
negative regulation of B cell apoptotic process (GO:0002903),19269,8,99,0,0.04110228865016348,1.0,1.0
negative regulation of B cell differentiation (GO:0045578),19269,5,99,0,0.025688930406352173,1.0,1.0
negative regulation of B cell proliferation (GO:0030889),19269,11,99,0,0.05651564689397477,1.0,1.0
negative regulation of B cell receptor signaling pathway (GO:0050859),19269,5,99,0,0.025688930406352173,1.0,1.0
negative regulation of biomineral tissue development (GO:0070168),19269,19,99,0,0.09761793554413825,1.0,1.0
negative regulation of biomineralization (GO:0110150),19269,8,99,0,0.04110228865016348,1.0,1.0
negative regulation of biosynthetic process (GO:0009890),19269,13,99,0,0.06679121905651564,1.0,1.0
negative regulation of blood coagulation (GO:0030195),19269,37,99,0,0.19009808500700606,1.0,1.0
"negative regulation of blood coagulation, intrinsic pathway (GO:2000267)",19269,4,99,0,0.02055114432508174,1.0,1.0
negative regulation of blood pressure (GO:0045776),19269,14,99,0,0.07192900513778608,1.0,1.0
negative regulation of blood vessel endothelial cell migration (GO:0043537),19269,31,99,0,0.15927136851938345,1.0,1.0
negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903588),19269,6,99,0,0.030826716487622606,1.0,1.0
negative regulation of blood vessel morphogenesis (GO:2000181),19269,64,99,0,0.32881830920130783,1.0,1.0
negative regulation of BMP signaling pathway (GO:0030514),19269,47,99,0,0.24147594581971044,1.0,1.0
negative regulation of bone mineralization (GO:0030502),19269,10,99,0,0.051377860812704346,1.0,1.0
negative regulation of bone remodeling (GO:0046851),19269,11,99,0,0.05651564689397477,1.0,1.0
negative regulation of bone resorption (GO:0045779),19269,9,99,0,0.046240074731433906,1.0,1.0
negative regulation of calcineurin-mediated signaling (GO:0106057),19269,11,99,0,0.05651564689397477,1.0,1.0
negative regulation of calcineurin-NFAT signaling cascade (GO:0070885),19269,11,99,0,0.05651564689397477,1.0,1.0
negative regulation of calcium ion import (GO:0090281),19269,6,99,0,0.030826716487622606,1.0,1.0
negative regulation of calcium ion transmembrane transport (GO:1903170),19269,10,99,0,0.051377860812704346,1.0,1.0
negative regulation of calcium ion transmembrane transporter activity (GO:1901020),19269,25,99,0,0.12844465203176086,1.0,1.0
negative regulation of calcium ion transport (GO:0051926),19269,15,99,0,0.07706679121905652,1.0,1.0
negative regulation of calcium ion transport into cytosol (GO:0010523),19269,5,99,0,0.025688930406352173,1.0,1.0
negative regulation of calcium ion-dependent exocytosis (GO:0045955),19269,4,99,0,0.02055114432508174,1.0,1.0
negative regulation of cAMP-dependent protein kinase activity (GO:2000480),19269,8,99,0,0.04110228865016348,1.0,1.0
negative regulation of cAMP-mediated signaling (GO:0043951),19269,10,99,0,0.051377860812704346,1.0,1.0
negative regulation of cardiac muscle cell apoptotic process (GO:0010667),19269,6,99,0,0.030826716487622606,1.0,1.0
negative regulation of cardiac muscle cell differentiation (GO:2000726),19269,6,99,0,0.030826716487622606,1.0,1.0
negative regulation of cardiac muscle cell proliferation (GO:0060044),19269,5,99,0,0.025688930406352173,1.0,1.0
negative regulation of cardiac muscle hypertrophy (GO:0010614),19269,11,99,0,0.05651564689397477,1.0,1.0
negative regulation of cardiac muscle tissue growth (GO:0055022),19269,6,99,0,0.030826716487622606,1.0,1.0
negative regulation of cardiocyte differentiation (GO:1905208),19269,7,99,0,0.03596450256889304,1.0,1.0
negative regulation of cartilage development (GO:0061037),19269,14,99,0,0.07192900513778608,1.0,1.0
negative regulation of catalytic activity (GO:0043086),19269,22,99,0,0.11303129378794954,1.0,1.0
negative regulation of catecholamine secretion (GO:0033604),19269,7,99,0,0.03596450256889304,1.0,1.0
negative regulation of cation channel activity (GO:2001258),19269,24,99,0,0.12330686595049042,1.0,1.0
negative regulation of cation transmembrane transport (GO:1904063),19269,16,99,0,0.08220457730032696,1.0,1.0
"negative regulation of CD4-positive, alpha-beta T cell activation (GO:2000515)",19269,9,99,0,0.046240074731433906,1.0,1.0
"negative regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043371)",19269,5,99,0,0.025688930406352173,1.0,1.0
"negative regulation of CD4-positive, alpha-beta T cell proliferation (GO:2000562)",19269,4,99,0,0.02055114432508174,1.0,1.0
"negative regulation of CD8-positive, alpha-beta T cell activation (GO:2001186)",19269,5,99,0,0.025688930406352173,1.0,1.0
negative regulation of cell activation (GO:0050866),19269,13,99,0,0.06679121905651564,1.0,1.0
negative regulation of cell adhesion (GO:0007162),19269,67,99,0,0.3442316674451191,1.0,1.0
negative regulation of cell adhesion mediated by integrin (GO:0033629),19269,9,99,0,0.046240074731433906,1.0,1.0
negative regulation of cell aging (GO:0090344),19269,16,99,0,0.08220457730032696,1.0,1.0
negative regulation of cell communication (GO:0010648),19269,20,99,0,0.10275572162540869,1.0,1.0
negative regulation of cell cycle G1/S phase transition (GO:1902807),19269,32,99,0,0.16440915460065392,1.0,1.0
negative regulation of cell cycle phase transition (GO:1901988),19269,5,99,0,0.025688930406352173,1.0,1.0
negative regulation of cell cycle process (GO:0010948),19269,57,99,0,0.2928538066324148,1.0,1.0
negative regulation of cell differentiation (GO:0045596),19269,177,99,0,0.9093881363848669,1.0,1.0
negative regulation of cell division (GO:0051782),19269,10,99,0,0.051377860812704346,1.0,1.0
negative regulation of cell migration (GO:0030336),19269,125,99,0,0.6422232601588044,1.0,1.0
negative regulation of cell migration involved in sprouting angiogenesis (GO:0090051),19269,14,99,0,0.07192900513778608,1.0,1.0
negative regulation of cell motility (GO:2000146),19269,99,99,0,0.508640822045773,1.0,1.0
negative regulation of cell size (GO:0045792),19269,5,99,0,0.025688930406352173,1.0,1.0
negative regulation of cell volume (GO:0045794),19269,5,99,0,0.025688930406352173,1.0,1.0
negative regulation of cell-cell adhesion (GO:0022408),19269,37,99,0,0.19009808500700606,1.0,1.0
negative regulation of cell-cell adhesion mediated by cadherin (GO:2000048),19269,7,99,0,0.03596450256889304,1.0,1.0
negative regulation of cell-matrix adhesion (GO:0001953),19269,27,99,0,0.13872022419430174,1.0,1.0
negative regulation of cell-substrate junction organization (GO:0150118),19269,14,99,0,0.07192900513778608,1.0,1.0
negative regulation of cellular biosynthetic process (GO:0031327),19269,47,99,0,0.24147594581971044,1.0,1.0
negative regulation of cellular carbohydrate metabolic process (GO:0010677),19269,19,99,0,0.09761793554413825,1.0,1.0
negative regulation of cellular component movement (GO:0051271),19269,14,99,0,0.07192900513778608,1.0,1.0
negative regulation of cellular component organization (GO:0051129),19269,70,99,0,0.3596450256889304,1.0,1.0
negative regulation of cellular extravasation (GO:0002692),19269,6,99,0,0.030826716487622606,1.0,1.0
negative regulation of cellular protein catabolic process (GO:1903363),19269,8,99,0,0.04110228865016348,1.0,1.0
negative regulation of cellular protein localization (GO:1903828),19269,32,99,0,0.16440915460065392,1.0,1.0
negative regulation of cellular respiration (GO:1901856),19269,5,99,0,0.025688930406352173,1.0,1.0
negative regulation of cellular response to growth factor stimulus (GO:0090288),19269,69,99,0,0.35450723960765995,1.0,1.0
negative regulation of cellular response to hypoxia (GO:1900038),19269,6,99,0,0.030826716487622606,1.0,1.0
negative regulation of cellular response to insulin stimulus (GO:1900077),19269,27,99,0,0.13872022419430174,1.0,1.0
negative regulation of cellular response to vascular endothelial growth factor stimulus (GO:1902548),19269,12,99,0,0.06165343297524521,1.0,1.0
negative regulation of cellular senescence (GO:2000773),19269,13,99,0,0.06679121905651564,1.0,1.0
negative regulation of centriole replication (GO:0046600),19269,7,99,0,0.03596450256889304,1.0,1.0
negative regulation of centrosome duplication (GO:0010826),19269,10,99,0,0.051377860812704346,1.0,1.0
negative regulation of ceramide biosynthetic process (GO:1900060),19269,5,99,0,0.025688930406352173,1.0,1.0
negative regulation of cGMP-mediated signaling (GO:0010754),19269,5,99,0,0.025688930406352173,1.0,1.0
negative regulation of chemokine production (GO:0032682),19269,17,99,0,0.08734236338159738,1.0,1.0
negative regulation of chemokine-mediated signaling pathway (GO:0070100),19269,5,99,0,0.025688930406352173,1.0,1.0
negative regulation of chemotaxis (GO:0050922),19269,32,99,0,0.16440915460065392,1.0,1.0
negative regulation of cholesterol biosynthetic process (GO:0045541),19269,5,99,0,0.025688930406352173,1.0,1.0
negative regulation of cholesterol metabolic process (GO:0090206),19269,5,99,0,0.025688930406352173,1.0,1.0
negative regulation of cholesterol storage (GO:0010887),19269,10,99,0,0.051377860812704346,1.0,1.0
negative regulation of cholesterol transport (GO:0032375),19269,10,99,0,0.051377860812704346,1.0,1.0
negative regulation of chondrocyte differentiation (GO:0032331),19269,13,99,0,0.06679121905651564,1.0,1.0
negative regulation of chromatin organization (GO:1905268),19269,4,99,0,0.02055114432508174,1.0,1.0
negative regulation of chromatin silencing (GO:0031936),19269,4,99,0,0.02055114432508174,1.0,1.0
negative regulation of chromosome organization (GO:2001251),19269,7,99,0,0.03596450256889304,1.0,1.0
negative regulation of cilium assembly (GO:1902018),19269,10,99,0,0.051377860812704346,1.0,1.0
negative regulation of circadian rhythm (GO:0042754),19269,7,99,0,0.03596450256889304,1.0,1.0
negative regulation of coagulation (GO:0050819),19269,13,99,0,0.06679121905651564,1.0,1.0
negative regulation of cold-induced thermogenesis (GO:0120163),19269,44,99,0,0.2260625875758991,1.0,1.0
negative regulation of collateral sprouting (GO:0048671),19269,4,99,0,0.02055114432508174,1.0,1.0
negative regulation of complement activation (GO:0045916),19269,11,99,0,0.05651564689397477,1.0,1.0
"negative regulation of complement activation, classical pathway (GO:0045959)",19269,8,99,0,0.04110228865016348,1.0,1.0
negative regulation of CREB transcription factor activity (GO:0032792),19269,3,99,0,0.015413358243811303,1.0,1.0
negative regulation of cyclase activity (GO:0031280),19269,13,99,0,0.06679121905651564,1.0,1.0
negative regulation of cysteine-type endopeptidase activity (GO:2000117),19269,44,99,0,0.2260625875758991,1.0,1.0
negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154),19269,45,99,0,0.23120037365716953,1.0,1.0
negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001268),19269,4,99,0,0.02055114432508174,1.0,1.0
negative regulation of cytokine production (GO:0001818),19269,153,99,0,0.7860812704343764,1.0,1.0
negative regulation of cytokine production involved in immune response (GO:0002719),19269,15,99,0,0.07706679121905652,1.0,1.0
negative regulation of cytokine production involved in inflammatory response (GO:1900016),19269,17,99,0,0.08734236338159738,1.0,1.0
negative regulation of cytokine-mediated signaling pathway (GO:0001960),19269,47,99,0,0.24147594581971044,1.0,1.0
negative regulation of cytokinesis (GO:0032466),19269,6,99,0,0.030826716487622606,1.0,1.0
negative regulation of cytoplasmic translation (GO:2000766),19269,6,99,0,0.030826716487622606,1.0,1.0
negative regulation of cytoskeleton organization (GO:0051494),19269,26,99,0,0.13358243811303128,1.0,1.0
negative regulation of cytosolic calcium ion concentration (GO:0051481),19269,6,99,0,0.030826716487622606,1.0,1.0
negative regulation of defense response (GO:0031348),19269,74,99,0,0.3801961700140121,1.0,1.0
negative regulation of defense response to virus (GO:0050687),19269,9,99,0,0.046240074731433906,1.0,1.0
negative regulation of delayed rectifier potassium channel activity (GO:1902260),19269,8,99,0,0.04110228865016348,1.0,1.0
negative regulation of dendritic cell apoptotic process (GO:2000669),19269,6,99,0,0.030826716487622606,1.0,1.0
negative regulation of dendritic cell differentiation (GO:2001199),19269,4,99,0,0.02055114432508174,1.0,1.0
negative regulation of dendritic spine development (GO:0061000),19269,6,99,0,0.030826716487622606,1.0,1.0
negative regulation of dephosphorylation (GO:0035305),19269,13,99,0,0.06679121905651564,1.0,1.0
negative regulation of developmental growth (GO:0048640),19269,30,99,0,0.15413358243811304,1.0,1.0
negative regulation of developmental process (GO:0051093),19269,66,99,0,0.33909388136384866,1.0,1.0
negative regulation of digestive system process (GO:0060457),19269,6,99,0,0.030826716487622606,1.0,1.0
negative regulation of DNA binding (GO:0043392),19269,29,99,0,0.1489957963568426,1.0,1.0
negative regulation of DNA biosynthetic process (GO:2000279),19269,25,99,0,0.12844465203176086,1.0,1.0
"negative regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043518)",19269,11,99,0,0.05651564689397477,1.0,1.0
negative regulation of DNA metabolic process (GO:0051053),19269,25,99,0,0.12844465203176086,1.0,1.0
negative regulation of DNA recombination at telomere (GO:0048239),19269,19,99,0,0.09761793554413825,1.0,1.0
negative regulation of DNA repair (GO:0045738),19269,7,99,0,0.03596450256889304,1.0,1.0
negative regulation of DNA replication (GO:0008156),19269,12,99,0,0.06165343297524521,1.0,1.0
negative regulation of DNA-binding transcription factor activity (GO:0043433),19269,119,99,0,0.6113965436711817,1.0,1.0
negative regulation of DNA-dependent DNA replication (GO:2000104),19269,12,99,0,0.06165343297524521,1.0,1.0
"negative regulation of DNA-templated transcription, elongation (GO:0032785)",19269,10,99,0,0.051377860812704346,1.0,1.0
negative regulation of double-strand break repair via nonhomologous end joining (GO:2001033),19269,5,99,0,0.025688930406352173,1.0,1.0
negative regulation of endocytosis (GO:0045806),19269,24,99,0,0.12330686595049042,1.0,1.0
negative regulation of endopeptidase activity (GO:0010951),19269,55,99,0,0.2825782344698739,1.0,1.0
negative regulation of endoplasmic reticulum calcium ion concentration (GO:0032471),19269,5,99,0,0.025688930406352173,1.0,1.0
negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902236),19269,12,99,0,0.06165343297524521,1.0,1.0
negative regulation of endoplasmic reticulum unfolded protein response (GO:1900102),19269,11,99,0,0.05651564689397477,1.0,1.0
negative regulation of endothelial cell apoptotic process (GO:2000352),19269,25,99,0,0.12844465203176086,1.0,1.0
negative regulation of endothelial cell migration (GO:0010596),19269,33,99,0,0.16954694068192433,1.0,1.0
negative regulation of endothelial cell proliferation (GO:0001937),19269,32,99,0,0.16440915460065392,1.0,1.0
negative regulation of epidermal cell differentiation (GO:0045605),19269,6,99,0,0.030826716487622606,1.0,1.0
negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059),19269,42,99,0,0.21578701541335824,1.0,1.0
negative regulation of epidermal growth factor-activated receptor activity (GO:0007175),19269,13,99,0,0.06679121905651564,1.0,1.0
negative regulation of epithelial cell apoptotic process (GO:1904036),19269,35,99,0,0.1798225128444652,1.0,1.0
negative regulation of epithelial cell differentiation (GO:0030857),19269,16,99,0,0.08220457730032696,1.0,1.0
negative regulation of epithelial cell migration (GO:0010633),19269,33,99,0,0.16954694068192433,1.0,1.0
negative regulation of epithelial to mesenchymal transition (GO:0010719),19269,27,99,0,0.13872022419430174,1.0,1.0
negative regulation of ERAD pathway (GO:1904293),19269,6,99,0,0.030826716487622606,1.0,1.0
negative regulation of ERBB signaling pathway (GO:1901185),19269,37,99,0,0.19009808500700606,1.0,1.0
negative regulation of ERK1 and ERK2 cascade (GO:0070373),19269,44,99,0,0.2260625875758991,1.0,1.0
negative regulation of erythrocyte differentiation (GO:0045647),19269,6,99,0,0.030826716487622606,1.0,1.0
negative regulation of establishment of protein localization (GO:1904950),19269,9,99,0,0.046240074731433906,1.0,1.0
negative regulation of establishment of protein localization to mitochondrion (GO:1903748),19269,6,99,0,0.030826716487622606,1.0,1.0
negative regulation of excitatory postsynaptic potential (GO:0090394),19269,5,99,0,0.025688930406352173,1.0,1.0
negative regulation of execution phase of apoptosis (GO:1900118),19269,7,99,0,0.03596450256889304,1.0,1.0
negative regulation of exocytosis (GO:0045920),19269,7,99,0,0.03596450256889304,1.0,1.0
negative regulation of extracellular matrix organization (GO:1903054),19269,9,99,0,0.046240074731433906,1.0,1.0
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237),19269,77,99,0,0.3956095282578235,1.0,1.0
negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240),19269,22,99,0,0.11303129378794954,1.0,1.0
negative regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902042),19269,33,99,0,0.16954694068192433,1.0,1.0
negative regulation of fat cell differentiation (GO:0045599),19269,35,99,0,0.1798225128444652,1.0,1.0
negative regulation of fat cell proliferation (GO:0070345),19269,6,99,0,0.030826716487622606,1.0,1.0
negative regulation of fatty acid biosynthetic process (GO:0045717),19269,12,99,0,0.06165343297524521,1.0,1.0
negative regulation of fatty acid metabolic process (GO:0045922),19269,17,99,0,0.08734236338159738,1.0,1.0
negative regulation of fatty acid oxidation (GO:0046322),19269,8,99,0,0.04110228865016348,1.0,1.0
negative regulation of fibrinolysis (GO:0051918),19269,8,99,0,0.04110228865016348,1.0,1.0
negative regulation of fibroblast growth factor receptor signaling pathway (GO:0040037),19269,12,99,0,0.06165343297524521,1.0,1.0
negative regulation of fibroblast migration (GO:0010764),19269,5,99,0,0.025688930406352173,1.0,1.0
negative regulation of fibroblast proliferation (GO:0048147),19269,16,99,0,0.08220457730032696,1.0,1.0
negative regulation of focal adhesion assembly (GO:0051895),19269,14,99,0,0.07192900513778608,1.0,1.0
negative regulation of G protein-coupled receptor signaling pathway (GO:0045744),19269,18,99,0,0.09248014946286781,1.0,1.0
negative regulation of G0 to G1 transition (GO:0070317),19269,34,99,0,0.17468472676319477,1.0,1.0
negative regulation of G1/S transition of mitotic cell cycle (GO:2000134),19269,33,99,0,0.16954694068192433,1.0,1.0
"negative regulation of gene expression, epigenetic (GO:0045814)",19269,22,99,0,0.11303129378794954,1.0,1.0
negative regulation of gene silencing (GO:0060969),19269,4,99,0,0.02055114432508174,1.0,1.0
negative regulation of gene silencing by miRNA (GO:0060965),19269,12,99,0,0.06165343297524521,1.0,1.0
negative regulation of gene silencing by RNA (GO:0060967),19269,5,99,0,0.025688930406352173,1.0,1.0
negative regulation of glial cell apoptotic process (GO:0034351),19269,7,99,0,0.03596450256889304,1.0,1.0
negative regulation of glial cell differentiation (GO:0045686),19269,9,99,0,0.046240074731433906,1.0,1.0
negative regulation of glial cell proliferation (GO:0060253),19269,6,99,0,0.030826716487622606,1.0,1.0
negative regulation of glucocorticoid receptor signaling pathway (GO:2000323),19269,6,99,0,0.030826716487622606,1.0,1.0
negative regulation of gluconeogenesis (GO:0045721),19269,9,99,0,0.046240074731433906,1.0,1.0
negative regulation of glucose import (GO:0046325),19269,7,99,0,0.03596450256889304,1.0,1.0
negative regulation of glucose transmembrane transport (GO:0010829),19269,11,99,0,0.05651564689397477,1.0,1.0
negative regulation of glycogen biosynthetic process (GO:0045719),19269,5,99,0,0.025688930406352173,1.0,1.0
negative regulation of glycogen metabolic process (GO:0070874),19269,6,99,0,0.030826716487622606,1.0,1.0
negative regulation of glycolytic process (GO:0045820),19269,8,99,0,0.04110228865016348,1.0,1.0
negative regulation of glycoprotein biosynthetic process (GO:0010561),19269,7,99,0,0.03596450256889304,1.0,1.0
negative regulation of gonadotropin secretion (GO:0032277),19269,5,99,0,0.025688930406352173,1.0,1.0
negative regulation of GTPase activity (GO:0034260),19269,20,99,0,0.10275572162540869,1.0,1.0
negative regulation of heart contraction (GO:0045822),19269,9,99,0,0.046240074731433906,1.0,1.0
negative regulation of heart rate (GO:0010459),19269,5,99,0,0.025688930406352173,1.0,1.0
negative regulation of hematopoietic progenitor cell differentiation (GO:1901533),19269,6,99,0,0.030826716487622606,1.0,1.0
negative regulation of hemostasis (GO:1900047),19269,11,99,0,0.05651564689397477,1.0,1.0
negative regulation of heterochromatin assembly (GO:0031452),19269,4,99,0,0.02055114432508174,1.0,1.0
negative regulation of heterotypic cell-cell adhesion (GO:0034115),19269,10,99,0,0.051377860812704346,1.0,1.0
negative regulation of hippo signaling (GO:0035331),19269,11,99,0,0.05651564689397477,1.0,1.0
negative regulation of histone acetylation (GO:0035067),19269,12,99,0,0.06165343297524521,1.0,1.0
negative regulation of histone deacetylation (GO:0031064),19269,3,99,0,0.015413358243811303,1.0,1.0
negative regulation of histone H3-K27 methylation (GO:0061086),19269,3,99,0,0.015413358243811303,1.0,1.0
negative regulation of histone H3-K9 methylation (GO:0051573),19269,6,99,0,0.030826716487622606,1.0,1.0
negative regulation of histone H4 acetylation (GO:0090241),19269,5,99,0,0.025688930406352173,1.0,1.0
negative regulation of histone methylation (GO:0031061),19269,10,99,0,0.051377860812704346,1.0,1.0
negative regulation of histone modification (GO:0031057),19269,13,99,0,0.06679121905651564,1.0,1.0
negative regulation of homotypic cell-cell adhesion (GO:0034111),19269,11,99,0,0.05651564689397477,1.0,1.0
negative regulation of hormone secretion (GO:0046888),19269,10,99,0,0.051377860812704346,1.0,1.0
negative regulation of humoral immune response mediated by circulating immunoglobulin (GO:0002924),19269,9,99,0,0.046240074731433906,1.0,1.0
negative regulation of hydrogen peroxide metabolic process (GO:0010727),19269,4,99,0,0.02055114432508174,1.0,1.0
negative regulation of hydrogen peroxide-induced cell death (GO:1903206),19269,12,99,0,0.06165343297524521,1.0,1.0
negative regulation of hydrogen peroxide-induced neuron death (GO:1903208),19269,4,99,0,0.02055114432508174,1.0,1.0
negative regulation of hydrolase activity (GO:0051346),19269,45,99,0,0.23120037365716953,1.0,1.0
negative regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043124),19269,36,99,0,0.18496029892573562,1.0,1.0
negative regulation of immune effector process (GO:0002698),19269,14,99,0,0.07192900513778608,1.0,1.0
negative regulation of immune response (GO:0050777),19269,165,99,0,0.8477347034096215,1.0,1.0
negative regulation of immune system process (GO:0002683),19269,14,99,0,0.07192900513778608,1.0,1.0
negative regulation of immunoglobulin production (GO:0002638),19269,4,99,0,0.02055114432508174,1.0,1.0
negative regulation of inclusion body assembly (GO:0090084),19269,10,99,0,0.051377860812704346,1.0,1.0
negative regulation of inflammatory response (GO:0050728),19269,197,99,0,1.0121438580102755,1.0,1.0
negative regulation of inflammatory response to antigenic stimulus (GO:0002862),19269,128,99,0,0.6576366184026157,1.0,1.0
negative regulation of innate immune response (GO:0045824),19269,34,99,0,0.17468472676319477,1.0,1.0
negative regulation of insulin receptor signaling pathway (GO:0046627),19269,26,99,0,0.13358243811303128,1.0,1.0
negative regulation of insulin secretion (GO:0046676),19269,15,99,0,0.07706679121905652,1.0,1.0
negative regulation of insulin-like growth factor receptor signaling pathway (GO:0043569),19269,5,99,0,0.025688930406352173,1.0,1.0
negative regulation of interferon-alpha production (GO:0032687),19269,5,99,0,0.025688930406352173,1.0,1.0
negative regulation of interferon-beta production (GO:0032688),19269,9,99,0,0.046240074731433906,1.0,1.0
negative regulation of interferon-gamma production (GO:0032689),19269,22,99,0,0.11303129378794954,1.0,1.0
negative regulation of interferon-gamma-mediated signaling pathway (GO:0060336),19269,7,99,0,0.03596450256889304,1.0,1.0
negative regulation of interleukin-1 beta production (GO:0032691),19269,20,99,0,0.10275572162540869,1.0,1.0
negative regulation of interleukin-1 production (GO:0032692),19269,23,99,0,0.11816907986922,1.0,1.0
negative regulation of interleukin-10 production (GO:0032693),19269,14,99,0,0.07192900513778608,1.0,1.0
negative regulation of interleukin-12 production (GO:0032695),19269,13,99,0,0.06679121905651564,1.0,1.0
negative regulation of interleukin-13 production (GO:0032696),19269,3,99,0,0.015413358243811303,1.0,1.0
negative regulation of interleukin-17 production (GO:0032700),19269,8,99,0,0.04110228865016348,1.0,1.0
negative regulation of interleukin-2 production (GO:0032703),19269,18,99,0,0.09248014946286781,1.0,1.0
negative regulation of interleukin-5 production (GO:0032714),19269,3,99,0,0.015413358243811303,1.0,1.0
negative regulation of interleukin-6 production (GO:0032715),19269,26,99,0,0.13358243811303128,1.0,1.0
negative regulation of interleukin-8 production (GO:0032717),19269,15,99,0,0.07706679121905652,1.0,1.0
negative regulation of intracellular estrogen receptor signaling pathway (GO:0033147),19269,10,99,0,0.051377860812704346,1.0,1.0
negative regulation of intracellular protein transport (GO:0090317),19269,19,99,0,0.09761793554413825,1.0,1.0
negative regulation of intracellular signal transduction (GO:1902532),19269,175,99,0,0.899112564222326,1.0,1.0
negative regulation of intracellular steroid hormone receptor signaling pathway (GO:0033144),19269,30,99,0,0.15413358243811304,1.0,1.0
negative regulation of intracellular transport (GO:0032387),19269,6,99,0,0.030826716487622606,1.0,1.0
negative regulation of intrinsic apoptotic signaling pathway (GO:2001243),19269,55,99,0,0.2825782344698739,1.0,1.0
negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902254),19269,14,99,0,0.07192900513778608,1.0,1.0
negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902230),19269,21,99,0,0.10789350770667912,1.0,1.0
negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:1902166),19269,11,99,0,0.05651564689397477,1.0,1.0
negative regulation of ion transmembrane transporter activity (GO:0032413),19269,20,99,0,0.10275572162540869,1.0,1.0
negative regulation of ion transport (GO:0043271),19269,21,99,0,0.10789350770667912,1.0,1.0
negative regulation of IRE1-mediated unfolded protein response (GO:1903895),19269,4,99,0,0.02055114432508174,1.0,1.0
negative regulation of JNK cascade (GO:0046329),19269,31,99,0,0.15927136851938345,1.0,1.0
negative regulation of JUN kinase activity (GO:0043508),19269,11,99,0,0.05651564689397477,1.0,1.0
negative regulation of keratinocyte differentiation (GO:0045617),19269,4,99,0,0.02055114432508174,1.0,1.0
negative regulation of keratinocyte proliferation (GO:0010839),19269,7,99,0,0.03596450256889304,1.0,1.0
negative regulation of lamellipodium organization (GO:1902744),19269,4,99,0,0.02055114432508174,1.0,1.0
negative regulation of lens fiber cell differentiation (GO:1902747),19269,6,99,0,0.030826716487622606,1.0,1.0
negative regulation of leukocyte activation (GO:0002695),19269,12,99,0,0.06165343297524521,1.0,1.0
negative regulation of leukocyte adhesion to vascular endothelial cell (GO:1904995),19269,5,99,0,0.025688930406352173,1.0,1.0
