Term,M_univ,K_term,n_sel,x_overlap,expected,p,FDR
"Platelet Activation, Signaling And Aggregation R-HSA-76002",19269,234,99,1,1.2022419430172817,0.7026088443402059,1.0
Expression And Translocation Of Olfactory Receptors R-HSA-9752946,19269,248,99,1,1.2741709481550676,0.7235527453082153,1.0
Olfactory Signaling Pathway R-HSA-381753,19269,255,99,1,1.3101354507239609,0.733470293973596,1.0
Metabolism Of Carbohydrates R-HSA-71387,19269,257,99,1,1.3204110228865016,0.7362386160712577,1.0
Hemostasis R-HSA-109582,19269,515,99,2,2.645959831854274,0.7463280756243627,1.0
Signaling By Rho GTPases R-HSA-194315,19269,543,99,2,2.789817842129846,0.7723333822531047,1.0
"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",19269,557,99,2,2.8617468472676317,0.7844540558137406,1.0
Metabolism Of Amino Acids And Derivatives R-HSA-71291,19269,325,99,1,1.6697804764128914,0.8151769511320706,1.0
Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202,19269,396,99,1,2.034563288183092,0.8726812013472058,1.0
GPCR Ligand Binding R-HSA-500792,19269,403,99,1,2.070527790751985,0.8772840260323393,1.0
2-LTR Circle Formation R-HSA-164843,19269,8,99,0,0.04110228865016348,1.0,1.0
GAG Synthesis Requires Tetrasaccharide Linker Sequence R-HSA-1971475,19269,23,99,0,0.11816907986922,1.0,1.0
ABC Transporters In Lipid Homeostasis R-HSA-1369062,19269,17,99,0,0.08734236338159738,1.0,1.0
AKT Phosphorylates Targets In Cytosol R-HSA-198323,19269,14,99,0,0.07192900513778608,1.0,1.0
AKT Phosphorylates Targets In Nucleus R-HSA-198693,19269,8,99,0,0.04110228865016348,1.0,1.0
ALK Mutants Bind TKIs R-HSA-9700645,19269,12,99,0,0.06165343297524521,1.0,1.0
AMPK Inhibits chREBP Transcriptional Activity R-HSA-163680,19269,8,99,0,0.04110228865016348,1.0,1.0
APC Truncation Mutants Have Impaired AXIN Binding R-HSA-5467337,19269,13,99,0,0.06679121905651564,1.0,1.0
APEX1-Independent Resolution Of AP Sites Via Single Nucleotide Replacement Pathway R-HSA-5649702,19269,7,99,0,0.03596450256889304,1.0,1.0
APOBEC3G Mediated Resistance To HIV-1 R-HSA-180689,19269,6,99,0,0.030826716487622606,1.0,1.0
ARMS-mediated Activation R-HSA-170984,19269,7,99,0,0.03596450256889304,1.0,1.0
ATF4 Activates Genes In Response To Endoplasmic Reticulum Stress R-HSA-380994,19269,26,99,0,0.13358243811303128,1.0,1.0
ATF6 (ATF6-alpha) Activates Chaperone Genes R-HSA-381183,19269,9,99,0,0.046240074731433906,1.0,1.0
ATF6 (ATF6-alpha) Activates Chaperones R-HSA-381033,19269,10,99,0,0.051377860812704346,1.0,1.0
AURKA Activation By TPX2 R-HSA-8854518,19269,62,99,0,0.3185427370387669,1.0,1.0
Abacavir Transmembrane Transport R-HSA-2161517,19269,5,99,0,0.025688930406352173,1.0,1.0
Abortive Elongation Of HIV-1 Transcript In Absence Of Tat R-HSA-167242,19269,19,99,0,0.09761793554413825,1.0,1.0
Acetylcholine Neurotransmitter Release Cycle R-HSA-264642,19269,16,99,0,0.08220457730032696,1.0,1.0
Acetylcholine Binding And Downstream Events R-HSA-181431,19269,13,99,0,0.06679121905651564,1.0,1.0
Acetylcholine Inhibits Contraction Of Outer Hair Cells R-HSA-9667769,19269,5,99,0,0.025688930406352173,1.0,1.0
Acetylcholine Regulates Insulin Secretion R-HSA-399997,19269,10,99,0,0.051377860812704346,1.0,1.0
Acrosome Reaction And Sperm:Oocyte Membrane Binding R-HSA-1300645,19269,3,99,0,0.015413358243811303,1.0,1.0
Activated NOTCH1 Transmits Signal To Nucleus R-HSA-2122948,19269,29,99,0,0.1489957963568426,1.0,1.0
Activated NTRK2 Signals Thru FRS2 And FRS3 R-HSA-9028731,19269,9,99,0,0.046240074731433906,1.0,1.0
Activated NTRK2 Signals Thru FYN R-HSA-9032500,19269,6,99,0,0.030826716487622606,1.0,1.0
Activated NTRK2 Signals Thru PI3K R-HSA-9028335,19269,6,99,0,0.030826716487622606,1.0,1.0
Activated NTRK2 Signals Thru RAS R-HSA-9026519,19269,7,99,0,0.03596450256889304,1.0,1.0
Activated NTRK3 Signals Thru PI3K R-HSA-9603381,19269,6,99,0,0.030826716487622606,1.0,1.0
Activated NTRK3 Signals Thru RAS R-HSA-9034864,19269,7,99,0,0.03596450256889304,1.0,1.0
Activated PKN1 Stimulates Transcription Of Androgen Receptor Regulated KLK2 And KLK3 R-HSA-5625886,19269,6,99,0,0.030826716487622606,1.0,1.0
Activated Point Mutants Of FGFR2 R-HSA-2033519,19269,15,99,0,0.07706679121905652,1.0,1.0
Activation Of AMPK Downstream Of NMDARs R-HSA-9619483,19269,10,99,0,0.051377860812704346,1.0,1.0
Activation Of ATR In Response To Replication Stress R-HSA-176187,19269,30,99,0,0.15413358243811304,1.0,1.0
Activation Of BAD And Translocation To Mitochondria R-HSA-111447,19269,15,99,0,0.07706679121905652,1.0,1.0
Activation Of BH3-only Proteins R-HSA-114452,19269,30,99,0,0.15413358243811304,1.0,1.0
Activation Of C3 And C5 R-HSA-174577,19269,4,99,0,0.02055114432508174,1.0,1.0
Activation Of Ca-permeable Kainate Receptor R-HSA-451308,19269,9,99,0,0.046240074731433906,1.0,1.0
Activation Of IRF3/IRF7 Mediated By TBK1/IKK Epsilon R-HSA-936964,19269,17,99,0,0.08734236338159738,1.0,1.0
"Activation Of NIMA Kinases NEK9, NEK6, NEK7 R-HSA-2980767",19269,7,99,0,0.03596450256889304,1.0,1.0
Activation Of NOXA And Translocation To Mitochondria R-HSA-111448,19269,5,99,0,0.025688930406352173,1.0,1.0
Activation Of PPARGC1A (PGC-1alpha) By Phosphorylation R-HSA-2151209,19269,10,99,0,0.051377860812704346,1.0,1.0
Activation Of PUMA And Translocation To Mitochondria R-HSA-139915,19269,9,99,0,0.046240074731433906,1.0,1.0
Activation Of RAC1 R-HSA-428540,19269,11,99,0,0.05651564689397477,1.0,1.0
Activation Of RAC1 Downstream Of NMDARs R-HSA-9619229,19269,7,99,0,0.03596450256889304,1.0,1.0
Activation Of SMO R-HSA-5635838,19269,17,99,0,0.08734236338159738,1.0,1.0
Activation Of TRKA Receptors R-HSA-187015,19269,6,99,0,0.030826716487622606,1.0,1.0
Activation Of Caspases Thru Apoptosome-Mediated Cleavage R-HSA-111459,19269,5,99,0,0.025688930406352173,1.0,1.0
Activation Of Gene Expression By SREBF (SREBP) R-HSA-2426168,19269,39,99,0,0.20037365716954694,1.0,1.0
Activation Of AP-1 Family Of Transcription Factors R-HSA-450341,19269,10,99,0,0.051377860812704346,1.0,1.0
Activation Of TFAP2 (AP-2) Family Of Transcription Factors R-HSA-8866907,19269,11,99,0,0.05651564689397477,1.0,1.0
Activation Of Phototransduction Cascade R-HSA-2485179,19269,11,99,0,0.05651564689397477,1.0,1.0
Activation Of Pre-Replicative Complex R-HSA-68962,19269,25,99,0,0.12844465203176086,1.0,1.0
Acyl Chain Remodeling Of CL R-HSA-1482798,19269,5,99,0,0.025688930406352173,1.0,1.0
Acyl Chain Remodeling Of DAG And TAG R-HSA-1482883,19269,5,99,0,0.025688930406352173,1.0,1.0
Acyl Chain Remodelling Of PC R-HSA-1482788,19269,25,99,0,0.12844465203176086,1.0,1.0
Acyl Chain Remodelling Of PE R-HSA-1482839,19269,23,99,0,0.11816907986922,1.0,1.0
Acyl Chain Remodelling Of PG R-HSA-1482925,19269,17,99,0,0.08734236338159738,1.0,1.0
Acyl Chain Remodelling Of PI R-HSA-1482922,19269,15,99,0,0.07706679121905652,1.0,1.0
Acyl Chain Remodelling Of PS R-HSA-1482801,19269,20,99,0,0.10275572162540869,1.0,1.0
Adenylate Cyclase Activating Pathway R-HSA-170660,19269,9,99,0,0.046240074731433906,1.0,1.0
Adenylate Cyclase Inhibitory Pathway R-HSA-170670,19269,13,99,0,0.06679121905651564,1.0,1.0
Adherens Junctions Interactions R-HSA-418990,19269,24,99,0,0.12330686595049042,1.0,1.0
Adrenoceptors R-HSA-390696,19269,9,99,0,0.046240074731433906,1.0,1.0
Advanced Glycosylation Endproduct Receptor Signaling R-HSA-879415,19269,13,99,0,0.06679121905651564,1.0,1.0
Aflatoxin Activation And Detoxification R-HSA-5423646,19269,17,99,0,0.08734236338159738,1.0,1.0
Aggrephagy R-HSA-9646399,19269,22,99,0,0.11303129378794954,1.0,1.0
Alpha-defensins R-HSA-1462054,19269,6,99,0,0.030826716487622606,1.0,1.0
Alpha-oxidation Of Phytanate R-HSA-389599,19269,6,99,0,0.030826716487622606,1.0,1.0
Alpha-protein Kinase 1 Signaling Pathway R-HSA-9645460,19269,8,99,0,0.04110228865016348,1.0,1.0
Amine Ligand-Binding Receptors R-HSA-375280,19269,38,99,0,0.1952358710882765,1.0,1.0
Amino Acid Conjugation R-HSA-156587,19269,7,99,0,0.03596450256889304,1.0,1.0
Amino Acid Transport Across Plasma Membrane R-HSA-352230,19269,30,99,0,0.15413358243811304,1.0,1.0
Unattached Kinetochores Signal Amplification Via A MAD2 Inhibitory Signal R-HSA-141444,19269,83,99,0,0.42643624474544606,1.0,1.0
Amyloid Fiber Formation R-HSA-977225,19269,49,99,0,0.25175151798225126,1.0,1.0
Anchoring Fibril Formation R-HSA-2214320,19269,7,99,0,0.03596450256889304,1.0,1.0
Anchoring Of Basal Body To Plasma Membrane R-HSA-5620912,19269,83,99,0,0.42643624474544606,1.0,1.0
Androgen Biosynthesis R-HSA-193048,19269,9,99,0,0.046240074731433906,1.0,1.0
"Antigen Presentation: Folding, Assembly, Peptide Loading Of Class I MHC R-HSA-983170",19269,27,99,0,0.13872022419430174,1.0,1.0
Antigen Activates B Cell Receptor Leading To Second Messenger Generation R-HSA-983695,19269,28,99,0,0.14385801027557216,1.0,1.0
Antimicrobial Peptides R-HSA-6803157,19269,59,99,0,0.3031293787949556,1.0,1.0
Apoptosis Induced DNA Fragmentation R-HSA-140342,19269,7,99,0,0.03596450256889304,1.0,1.0
Apoptotic Cleavage Of Cell Adhesion Proteins R-HSA-351906,19269,11,99,0,0.05651564689397477,1.0,1.0
Apoptotic Cleavage Of Cellular Proteins R-HSA-111465,19269,34,99,0,0.17468472676319477,1.0,1.0
Apoptotic Execution Phase R-HSA-75153,19269,42,99,0,0.21578701541335824,1.0,1.0
Arachidonate Production From DAG R-HSA-426048,19269,5,99,0,0.025688930406352173,1.0,1.0
Arachidonic Acid Metabolism R-HSA-2142753,19269,54,99,0,0.2774404483886035,1.0,1.0
Aryl Hydrocarbon Receptor Signaling R-HSA-8937144,19269,7,99,0,0.03596450256889304,1.0,1.0
Aspartate And Asparagine Metabolism R-HSA-8963693,19269,11,99,0,0.05651564689397477,1.0,1.0
Aspirin ADME R-HSA-9749641,19269,36,99,0,0.18496029892573562,1.0,1.0
Assembly Of HIV Virion R-HSA-175474,19269,15,99,0,0.07706679121905652,1.0,1.0
Assembly And Cell Surface Presentation Of NMDA Receptors R-HSA-9609736,19269,24,99,0,0.12330686595049042,1.0,1.0
Assembly Of Active LPL And LIPC Lipase Complexes R-HSA-8963889,19269,17,99,0,0.08734236338159738,1.0,1.0
Assembly Of ORC Complex At Origin Of Replication R-HSA-68616,19269,5,99,0,0.025688930406352173,1.0,1.0
Association Of TriC/CCT With Target Proteins During Biosynthesis R-HSA-390471,19269,36,99,0,0.18496029892573562,1.0,1.0
Atorvastatin ADME R-HSA-9754706,19269,9,99,0,0.046240074731433906,1.0,1.0
Attachment And Entry R-HSA-9678110,19269,3,99,0,0.015413358243811303,1.0,1.0
Attachment Of GPI Anchor To uPAR R-HSA-162791,19269,7,99,0,0.03596450256889304,1.0,1.0
Attenuation Phase R-HSA-3371568,19269,24,99,0,0.12330686595049042,1.0,1.0
Autophagy R-HSA-9612973,19269,107,99,0,0.5497431106959365,1.0,1.0
Axonal Growth Inhibition (RHOA Activation) R-HSA-193634,19269,7,99,0,0.03596450256889304,1.0,1.0
B-WICH Complex Positively Regulates rRNA Expression R-HSA-5250924,19269,27,99,0,0.13872022419430174,1.0,1.0
BBSome-mediated Cargo-Targeting To Cilium R-HSA-5620922,19269,22,99,0,0.11303129378794954,1.0,1.0
BH3-only Proteins Associate With And Inactivate Anti-Apoptotic BCL-2 Members R-HSA-111453,19269,9,99,0,0.046240074731433906,1.0,1.0
"BMAL1:CLOCK,NPAS2 Activates Circadian Gene Expression R-HSA-1368108",19269,22,99,0,0.11303129378794954,1.0,1.0
"Base-Excision Repair, AP Site Formation R-HSA-73929",19269,17,99,0,0.08734236338159738,1.0,1.0
Basigin Interactions R-HSA-210991,19269,24,99,0,0.12330686595049042,1.0,1.0
Beta Defensins R-HSA-1461957,19269,19,99,0,0.09761793554413825,1.0,1.0
Beta Oxidation Of butanoyl-CoA To acetyl-CoA R-HSA-77352,19269,4,99,0,0.02055114432508174,1.0,1.0
Beta Oxidation Of decanoyl-CoA To octanoyl-CoA-CoA R-HSA-77346,19269,6,99,0,0.030826716487622606,1.0,1.0
Beta Oxidation Of hexanoyl-CoA To butanoyl-CoA R-HSA-77350,19269,5,99,0,0.025688930406352173,1.0,1.0
Beta Oxidation Of lauroyl-CoA To decanoyl-CoA-CoA R-HSA-77310,19269,5,99,0,0.025688930406352173,1.0,1.0
Beta Oxidation Of octanoyl-CoA To hexanoyl-CoA R-HSA-77348,19269,5,99,0,0.025688930406352173,1.0,1.0
Beta-catenin Phosphorylation Cascade R-HSA-196299,19269,16,99,0,0.08220457730032696,1.0,1.0
Beta-oxidation Of pristanoyl-CoA R-HSA-389887,19269,9,99,0,0.046240074731433906,1.0,1.0
Beta-oxidation Of Very Long Chain Fatty Acids R-HSA-390247,19269,9,99,0,0.046240074731433906,1.0,1.0
Binding And Uptake Of Ligands By Scavenger Receptors R-HSA-2173782,19269,39,99,0,0.20037365716954694,1.0,1.0
Binding And Entry Of HIV Virion R-HSA-173107,19269,5,99,0,0.025688930406352173,1.0,1.0
Binding Of TCF/LEF:CTNNB1 To Target Gene Promoters R-HSA-4411364,19269,8,99,0,0.04110228865016348,1.0,1.0
Biosynthesis Of DHA-derived SPMs R-HSA-9018677,19269,16,99,0,0.08220457730032696,1.0,1.0
Biosynthesis Of E-series 18(S)-resolvins R-HSA-9018896,19269,5,99,0,0.025688930406352173,1.0,1.0
Biosynthesis Of EPA-derived SPMs R-HSA-9018679,19269,6,99,0,0.030826716487622606,1.0,1.0
Biosynthesis Of Maresin-Like SPMs R-HSA-9027307,19269,5,99,0,0.025688930406352173,1.0,1.0
Biosynthesis Of Maresins R-HSA-9018682,19269,7,99,0,0.03596450256889304,1.0,1.0
Biosynthesis Of Specialized Proresolving Mediators (SPMs) R-HSA-9018678,19269,18,99,0,0.09248014946286781,1.0,1.0
Biotin Transport And Metabolism R-HSA-196780,19269,10,99,0,0.051377860812704346,1.0,1.0
Blood Group Systems Biosynthesis R-HSA-9033658,19269,21,99,0,0.10789350770667912,1.0,1.0
Branched-chain Amino Acid Catabolism R-HSA-70895,19269,20,99,0,0.10275572162540869,1.0,1.0
Budding And Maturation Of HIV Virion R-HSA-162588,19269,25,99,0,0.12844465203176086,1.0,1.0
Butyrate Response Factor 1 Binds And Destabilizes mRNA R-HSA-450385,19269,17,99,0,0.08734236338159738,1.0,1.0
Butyrophilin (BTN) Family Interactions R-HSA-8851680,19269,12,99,0,0.06165343297524521,1.0,1.0
CASP8 Activity Is Inhibited R-HSA-5218900,19269,11,99,0,0.05651564689397477,1.0,1.0
CD163 Mediating An Anti-Inflammatory Response R-HSA-9662834,19269,9,99,0,0.046240074731433906,1.0,1.0
CD209 (DC-SIGN) Signaling R-HSA-5621575,19269,20,99,0,0.10275572162540869,1.0,1.0
CD22 Mediated BCR Regulation R-HSA-5690714,19269,5,99,0,0.025688930406352173,1.0,1.0
CD28 Co-Stimulation R-HSA-389356,19269,34,99,0,0.17468472676319477,1.0,1.0
CD28 Dependent PI3K/Akt Signaling R-HSA-389357,19269,23,99,0,0.11816907986922,1.0,1.0
CD28 Dependent Vav1 Pathway R-HSA-389359,19269,12,99,0,0.06165343297524521,1.0,1.0
CDC6 Association With ORC:origin Complex R-HSA-68689,19269,4,99,0,0.02055114432508174,1.0,1.0
CHL1 Interactions R-HSA-447041,19269,9,99,0,0.046240074731433906,1.0,1.0
CLEC7A (Dectin-1) Induces NFAT Activation R-HSA-5607763,19269,11,99,0,0.05651564689397477,1.0,1.0
CLEC7A/inflammasome Pathway R-HSA-5660668,19269,6,99,0,0.030826716487622606,1.0,1.0
COPI-dependent Golgi-to-ER Retrograde Traffic R-HSA-6811434,19269,76,99,0,0.390471742176553,1.0,1.0
COPI-independent Golgi-to-ER Retrograde Traffic R-HSA-6811436,19269,34,99,0,0.17468472676319477,1.0,1.0
CREB Phosphorylation R-HSA-199920,19269,6,99,0,0.030826716487622606,1.0,1.0
CREB1 Phosphorylation Thru NMDA Receptor-Mediated Activation Of RAS Signaling R-HSA-442742,19269,25,99,0,0.12844465203176086,1.0,1.0
CREB1 Phosphorylation Thru Activation Of Adenylate Cyclase R-HSA-442720,19269,11,99,0,0.05651564689397477,1.0,1.0
CREB3 Factors Activate Genes R-HSA-8874211,19269,5,99,0,0.025688930406352173,1.0,1.0
CS/DS Degradation R-HSA-2024101,19269,12,99,0,0.06165343297524521,1.0,1.0
CTLA4 Inhibitory Signaling R-HSA-389513,19269,21,99,0,0.10789350770667912,1.0,1.0
CTNNB1 S33 Mutants Not Phosphorylated R-HSA-5358747,19269,14,99,0,0.07192900513778608,1.0,1.0
CYP2E1 Reactions R-HSA-211999,19269,8,99,0,0.04110228865016348,1.0,1.0
Ca2+ Activated K+ Channels R-HSA-1296052,19269,8,99,0,0.04110228865016348,1.0,1.0
Calcineurin Activates NFAT R-HSA-2025928,19269,9,99,0,0.046240074731433906,1.0,1.0
Calcitonin-like Ligand Receptors R-HSA-419812,19269,10,99,0,0.051377860812704346,1.0,1.0
Calnexin/calreticulin Cycle R-HSA-901042,19269,25,99,0,0.12844465203176086,1.0,1.0
Carboxyterminal Post-Translational Modifications Of Tubulin R-HSA-8955332,19269,32,99,0,0.16440915460065392,1.0,1.0
Cardiac Conduction R-HSA-5576891,19269,119,99,0,0.6113965436711817,1.0,1.0
Cargo Concentration In ER R-HSA-5694530,19269,28,99,0,0.14385801027557216,1.0,1.0
Cargo Recognition For Clathrin-Mediated Endocytosis R-HSA-8856825,19269,94,99,0,0.48295189163942087,1.0,1.0
Cargo Trafficking To Periciliary Membrane R-HSA-5620920,19269,48,99,0,0.24661373190098085,1.0,1.0
Carnitine Metabolism R-HSA-200425,19269,10,99,0,0.051377860812704346,1.0,1.0
Caspase Activation Via Death Receptors In Presence Of Ligand R-HSA-140534,19269,16,99,0,0.08220457730032696,1.0,1.0
Caspase Activation Via Dependence Receptors In Absence Of Ligand R-HSA-418889,19269,9,99,0,0.046240074731433906,1.0,1.0
Caspase Activation Via Extrinsic Apoptotic Signaling Pathway R-HSA-5357769,19269,25,99,0,0.12844465203176086,1.0,1.0
Caspase-mediated Cleavage Of Cytoskeletal Proteins R-HSA-264870,19269,11,99,0,0.05651564689397477,1.0,1.0
Cation-coupled Chloride Cotransporters R-HSA-426117,19269,7,99,0,0.03596450256889304,1.0,1.0
"Cell Death Signaling Via NRAGE, NRIF And NADE R-HSA-204998",19269,59,99,0,0.3031293787949556,1.0,1.0
Cell Junction Organization R-HSA-446728,19269,75,99,0,0.3853339560952826,1.0,1.0
Cell Recruitment (Pro-Inflammatory Response) R-HSA-9664424,19269,25,99,0,0.12844465203176086,1.0,1.0
Cell Surface Interactions At Vascular Wall R-HSA-202733,19269,117,99,0,0.6011209715086409,1.0,1.0
Cell-Cell Communication R-HSA-1500931,19269,106,99,0,0.544605324614666,1.0,1.0
Cell-cell Junction Organization R-HSA-421270,19269,53,99,0,0.272302662307333,1.0,1.0
Cell-extracellular Matrix Interactions R-HSA-446353,19269,14,99,0,0.07192900513778608,1.0,1.0
Cellular Hexose Transport R-HSA-189200,19269,19,99,0,0.09761793554413825,1.0,1.0
Cellular Response To Heat Stress R-HSA-3371556,19269,89,99,0,0.4572629612330687,1.0,1.0
Centrosome Maturation R-HSA-380287,19269,68,99,0,0.34936945352638954,1.0,1.0
ChREBP Activates Metabolic Gene Expression R-HSA-163765,19269,7,99,0,0.03596450256889304,1.0,1.0
Chaperone Mediated Autophagy R-HSA-9613829,19269,18,99,0,0.09248014946286781,1.0,1.0
Chemokine Receptors Bind Chemokines R-HSA-380108,19269,44,99,0,0.2260625875758991,1.0,1.0
Chk1/Chk2(Cds1) Mediated Inactivation Of Cyclin B:Cdk1 Complex R-HSA-75035,19269,13,99,0,0.06679121905651564,1.0,1.0
Cholesterol Biosynthesis R-HSA-191273,19269,22,99,0,0.11303129378794954,1.0,1.0
Choline Catabolism R-HSA-6798163,19269,6,99,0,0.030826716487622606,1.0,1.0
Chondroitin Sulfate Biosynthesis R-HSA-2022870,19269,18,99,0,0.09248014946286781,1.0,1.0
Chondroitin Sulfate/Dermatan Sulfate Metabolism R-HSA-1793185,19269,45,99,0,0.23120037365716953,1.0,1.0
Chylomicron Assembly R-HSA-8963888,19269,9,99,0,0.046240074731433906,1.0,1.0
Chylomicron Clearance R-HSA-8964026,19269,5,99,0,0.025688930406352173,1.0,1.0
Chylomicron Remodeling R-HSA-8963901,19269,9,99,0,0.046240074731433906,1.0,1.0
Cilium Assembly R-HSA-5617833,19269,159,99,0,0.816907986921999,1.0,1.0
Circadian Clock R-HSA-400253,19269,63,99,0,0.32368052312003737,1.0,1.0
Citric Acid Cycle (TCA Cycle) R-HSA-71403,19269,20,99,0,0.10275572162540869,1.0,1.0
Class A/1 (Rhodopsin-like Receptors) R-HSA-373076,19269,282,99,0,1.4488556749182624,1.0,1.0
Class C/3 (Metabotropic Glutamate/Pheromone Receptors) R-HSA-420499,19269,34,99,0,0.17468472676319477,1.0,1.0
Class I Peroxisomal Membrane Protein Import R-HSA-9603798,19269,18,99,0,0.09248014946286781,1.0,1.0
Classical Antibody-Mediated Complement Activation R-HSA-173623,19269,5,99,0,0.025688930406352173,1.0,1.0
Cleavage Of Damaged Purine R-HSA-110331,19269,10,99,0,0.051377860812704346,1.0,1.0
Cleavage Of Damaged Pyrimidine R-HSA-110329,19269,15,99,0,0.07706679121905652,1.0,1.0
Cobalamin (Cbl) Metabolism R-HSA-9759218,19269,5,99,0,0.025688930406352173,1.0,1.0
"Cobalamin (Cbl, Vitamin B12) Transport And Metabolism R-HSA-196741",19269,18,99,0,0.09248014946286781,1.0,1.0
Coenzyme A Biosynthesis R-HSA-196783,19269,8,99,0,0.04110228865016348,1.0,1.0
Cohesin Loading Onto Chromatin R-HSA-2470946,19269,6,99,0,0.030826716487622606,1.0,1.0
Common Pathway Of Fibrin Clot Formation R-HSA-140875,19269,21,99,0,0.10789350770667912,1.0,1.0
Competing Endogenous RNAs (ceRNAs) Regulate PTEN Translation R-HSA-8948700,19269,6,99,0,0.030826716487622606,1.0,1.0
Complement Cascade R-HSA-166658,19269,48,99,0,0.24661373190098085,1.0,1.0
Complex I Biogenesis R-HSA-6799198,19269,44,99,0,0.2260625875758991,1.0,1.0
Condensation Of Prometaphase Chromosomes R-HSA-2514853,19269,10,99,0,0.051377860812704346,1.0,1.0
Condensation Of Prophase Chromosomes R-HSA-2299718,19269,11,99,0,0.05651564689397477,1.0,1.0
Conjugation Of Benzoate With Glycine R-HSA-177135,19269,5,99,0,0.025688930406352173,1.0,1.0
Conjugation Of Salicylate With Glycine R-HSA-177128,19269,6,99,0,0.030826716487622606,1.0,1.0
Constitutive Signaling By AKT1 E17K In Cancer R-HSA-5674400,19269,24,99,0,0.12330686595049042,1.0,1.0
Constitutive Signaling By Aberrant PI3K In Cancer R-HSA-2219530,19269,75,99,0,0.3853339560952826,1.0,1.0
Constitutive Signaling By EGFRvIII R-HSA-5637810,19269,14,99,0,0.07192900513778608,1.0,1.0
Constitutive Signaling By Ligand-Responsive EGFR Cancer Variants R-HSA-1236382,19269,18,99,0,0.09248014946286781,1.0,1.0
Constitutive Signaling By NOTCH1 HD Domain Mutants R-HSA-2691232,19269,14,99,0,0.07192900513778608,1.0,1.0
Constitutive Signaling By NOTCH1 HD+PEST Domain Mutants R-HSA-2894862,19269,52,99,0,0.26716487622606255,1.0,1.0
Constitutive Signaling By NOTCH1 t(7;9)(NOTCH1:M1580 K2555) Translocation Mutant R-HSA-2660826,19269,7,99,0,0.03596450256889304,1.0,1.0
Constitutive Signaling By Overexpressed ERBB2 R-HSA-9634285,19269,9,99,0,0.046240074731433906,1.0,1.0
Cooperation Of Prefoldin And TriC/CCT In Actin And Tubulin Folding R-HSA-389958,19269,28,99,0,0.14385801027557216,1.0,1.0
Costimulation By CD28 Family R-HSA-388841,19269,64,99,0,0.32881830920130783,1.0,1.0
Creatine Metabolism R-HSA-71288,19269,8,99,0,0.04110228865016348,1.0,1.0
Creation Of C4 And C2 Activators R-HSA-166786,19269,13,99,0,0.06679121905651564,1.0,1.0
Cristae Formation R-HSA-8949613,19269,9,99,0,0.046240074731433906,1.0,1.0
Cross-presentation Of Particulate Exogenous Antigens (Phagosomes) R-HSA-1236973,19269,6,99,0,0.030826716487622606,1.0,1.0
Crosslinking Of Collagen Fibrils R-HSA-2243919,19269,10,99,0,0.051377860812704346,1.0,1.0
Cyclin A/B1/B2 Associated Events During G2/M Transition R-HSA-69273,19269,24,99,0,0.12330686595049042,1.0,1.0
Cytochrome P450 - Arranged By Substrate Type R-HSA-211897,19269,57,99,0,0.2928538066324148,1.0,1.0
Cytochrome C-Mediated Apoptotic Response R-HSA-111461,19269,12,99,0,0.06165343297524521,1.0,1.0
Cytoprotection By HMOX1 R-HSA-9707564,19269,52,99,0,0.26716487622606255,1.0,1.0
Cytosolic Iron-Sulfur Cluster Assembly R-HSA-2564830,19269,9,99,0,0.046240074731433906,1.0,1.0
Cytosolic Sulfonation Of Small Molecules R-HSA-156584,19269,18,99,0,0.09248014946286781,1.0,1.0
Cytosolic tRNA Aminoacylation R-HSA-379716,19269,6,99,0,0.030826716487622606,1.0,1.0
DAP12 Interactions R-HSA-2172127,19269,37,99,0,0.19009808500700606,1.0,1.0
DAP12 Signaling R-HSA-2424491,19269,26,99,0,0.13358243811303128,1.0,1.0
DCC Mediated Attractive Signaling R-HSA-418885,19269,14,99,0,0.07192900513778608,1.0,1.0
DEx/H-box Helicases Activate Type I IFN And Inflammatory Cytokines Production R-HSA-3134963,19269,7,99,0,0.03596450256889304,1.0,1.0
DNA Damage Recognition In GG-NER R-HSA-5696394,19269,35,99,0,0.1798225128444652,1.0,1.0
DNA Damage Reversal R-HSA-73942,19269,8,99,0,0.04110228865016348,1.0,1.0
DNA Damage/Telomere Stress Induced Senescence R-HSA-2559586,19269,27,99,0,0.13872022419430174,1.0,1.0
DNA Methylation R-HSA-5334118,19269,5,99,0,0.025688930406352173,1.0,1.0
DNA Replication Initiation R-HSA-68952,19269,7,99,0,0.03596450256889304,1.0,1.0
DSCAM Interactions R-HSA-376172,19269,11,99,0,0.05651564689397477,1.0,1.0
Deactivation Of Beta-Catenin Transactivating Complex R-HSA-3769402,19269,38,99,0,0.1952358710882765,1.0,1.0
Dectin-2 Family R-HSA-5621480,19269,24,99,0,0.12330686595049042,1.0,1.0
Defective B3GALT6 Causes EDSP2 And SEMDJL1 R-HSA-4420332,19269,17,99,0,0.08734236338159738,1.0,1.0
Defective B3GALTL Causes PpS R-HSA-5083635,19269,34,99,0,0.17468472676319477,1.0,1.0
Defective B3GAT3 Causes JDSSDHD R-HSA-3560801,19269,17,99,0,0.08734236338159738,1.0,1.0
Defective B4GALT1 Causes B4GALT1-CDG (CDG-2d) R-HSA-3656244,19269,8,99,0,0.04110228865016348,1.0,1.0
